id,ownerAgencyName,name,applications,projectStatus,businessValue,projectRisk,lifecycleCustom:plan,lifecycleCustom:phaseIn,lifecycleCustom:phaseOut,lifecycleCustom:endOfLife,lifecycleCustom:actualCompletion
3e86d32a-2c3f-47ee-8125-6795473b17b9,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Recurring Maintenance & Replacement,,,,,,,,,
121e353f-9737-4716-a3b5-34252a643b8d,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Services to Prepare the PUC for and Mitigate Issue(s) Resulting From IBM Audit,PUC-DMS,,,,,,,,
c619522e-7501-41b3-ae15-6d88fe9a4cac,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC – Document Management System (DMS) RFP to Evaluate PUC Process/Systems,PUC-Case & Document Management System TBD,,,,,,,,
ac545168-f00c-4368-b53e-c838adaab4a5,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),Replace or Enhance Document Management System,,,,,,,,,
e847ee9f-bfc3-4371-80c2-02b5bb4c402d,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),CMS Replacement Phase I - RICO (Voyager),RICO/OCP - Impact,,,,,,,,
96ef0ce9-9977-42fa-9009-ad5795910c88,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),CMS Replacement Phase II - RICO (Voyager),RICO/OCP - Impact,,,,,,,,
284c39f4-028a-4923-9167-409fcd912706,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),Online Complaints Status Check,,,,,,,,,
3e53d694-091d-482f-aca3-82c2b5dfd05c,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),Online Complaints System,,,,,,,,,
45c5355c-2853-482d-83a8-5c7bffde6810,Defense (Dept) / Administrative Support Office,Accounting systems migration to the GPC,AlphaGen Accounting System,,significantBusinessBenefit,highProjectRisk,,2018-05-01,,,
3627de83-e980-4560-ad6b-dae47f222260,Defense (Dept) / Administrative Support Office,Accounting Systems Modernization,AlphaGen Accounting System,green,significantBusinessBenefit,,,,,,
408532e4-a3ae-4cd0-b59a-062f37e5e93d,Defense (Dept) / Administrative Support Office,Streamline data flow between Datamart and Departments's accounting database,,,largeBusinessBenefit,,,,,,
16eb43f9-08ae-4b06-8c3b-120e04abfddc,Defense (Dept) / Administrative Support Office,State Active Duty Personnel and Logistics Implementation,State Active Duty Personnel and Logistics,green,significantBusinessBenefit,severeProjectRisk,2019-06-25,,,,
b2bc68bd-85c0-4a5f-a15c-845c759cb523,Defense (Dept) / Chief Information Officer,Bandwidth Upgrades at Remote Offices,,green,significantBusinessBenefit,moderateProjectRisk,2018-08-01,2019-01-01,,,
fd02a3f2-cde9-4c9d-90e7-d788e08394a8,Defense (Dept) / Chief Information Officer,CIO Operations and Maintenance FY20,,,,,,,,,
cadde4cd-1b99-4d13-a0dc-0b212cf3780e,Defense (Dept) / Chief Information Officer,Diamond Head Fiber Optic Cabling,,yellow,significantBusinessBenefit,severeProjectRisk,2017-07-01,,,,
c8932aff-c8cb-4b61-9d02-7db7e6f1ea18,Defense (Dept) / Chief Information Officer,Duplication/Migration of VMs to the states's GPC,,green,largeBusinessBenefit,,,,,,
9b04c24a-0cf7-4218-8415-54137cc80671,Defense (Dept) / Chief Information Officer,Ft Ruger Alternate NGN Connectivity,,green,significantBusinessBenefit,,2017-08-18,,,,
e47a59f0-850c-4abf-8cb6-507e8ff89acd,Defense (Dept) / Chief Information Officer,INET Expansion,,green,significantBusinessBenefit,,,,,,
98f55578-6567-4b48-bfec-4651ec399a69,Defense (Dept) / Chief Information Officer,IT Help Desk Specialist,,,,,,,,,
a533e6b3-b250-46f6-9af1-6fc7f2845d88,Defense (Dept) / Chief Information Officer,O&M,,,,,2017-07-02,2017-07-02,,,
ec8d70bd-7425-4d6d-8236-b430855f0312,Defense (Dept) / Chief Information Officer,Spectrum Internet Upgrade (Ft. Ruger),,green,significantBusinessBenefit,lowProjectRisk,2018-06-01,2018-10-10,,,
cfd3f8e4-dd8a-4625-9c44-07be8b17de64,Defense (Dept) / Chief Information Officer,Telephone System Modernization,,green,significantBusinessBenefit,lowProjectRisk,2018-03-01,2018-06-01,,,
07c4d67d-7e3b-4406-88b9-47a260d62aa7,Defense (Dept) / Chief Information Officer,Wi-Fi Refresh,,green,significantBusinessBenefit,lowProjectRisk,2019-01-01,2019-07-01,,,
a9681e48-0748-41cf-8d58-2fd1b4a2ffb9,Defense (Dept) / Chief Information Officer,Windows 10 Upgrades,,green,largeBusinessBenefit,,2017-06-22,,,,
f3576118-7644-4b5d-afec-f8c903b08125,Defense (Dept) / Hawaii Air National Guard,O&M HIANG,,,,,,,,,
d636cf2a-d618-4d15-93bd-7fd5583f4c14,Defense (Dept) / Hawaii Air National Guard,Starbase Network Infrastructure and Cable Regroom,,green,,,,,,,
38ac8e9f-d48c-4617-8357-d663d533f166,Defense (Dept) / Hawaii Army National Guard,FMO Environmental:  Workstations TPM 2.0 refresh,,,,,2017-09-29,2017-09-29,,,
6add38e7-d583-4d1a-9856-8011881edc5c,Defense (Dept) / Hawaii Army National Guard,O&M HIARNG,,,,,,,,,
099f697a-3009-4f0d-ada5-db4329b52f99,Defense (Dept) / Hawaii Emergency Management Agency,Access Control System,,,,,,,,,
959ef284-b75d-4e5e-b21c-1f414acd8337,Defense (Dept) / Hawaii Emergency Management Agency,Business Recovery Center IT,,yellow,,,,,,,
867ba059-1e3f-4370-841d-3ecf1cd6e73b,Defense (Dept) / Hawaii Emergency Management Agency,COVID-19 Ad Hoc Decision Support and Data Collection,,green,,,2020-04-07,,,,
5b19dc20-0d4d-4bfe-83d2-e7cf28a95f23,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Additional work space infrastructure,,yellow,largeBusinessBenefit,highProjectRisk,2018-10-01,,,,
ccee838f-f445-4687-b52c-99d90b806dca,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Dais PC Replacements,,green,largeBusinessBenefit,lowProjectRisk,,,,,
4e52dfe7-0189-4606-8714-3ab8e5de6225,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Disaster Warning and Communications Devices,,,significantBusinessBenefit,,,,,,
fec4ff0b-df45-45cc-b583-236ed95ff32e,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Emergency Communications EOC Interoperability System,,yellow,,,,,,,
d32e5789-f916-403c-9322-cac7d480db92,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Emergency Communications Systems Infrastructure,,green,significantBusinessBenefit,,,,,,
c95bd59f-9e35-412b-8c71-fedf7abdb563,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  EOC IT Systems Resiliency,WebEOC,red,largeBusinessBenefit,,,,,,
d887e227-80eb-4da8-a3f2-13983bf943d4,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Statewide Inter-agency Emergency Communication System (VTC),,green,significantBusinessBenefit,moderateProjectRisk,,,,,
2c4ac99d-7e67-4175-a341-2b64406d5003,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Virtualization Host Upgrades,,,,,2016-08-25,2016-08-25,,,
839dd4f6-a2bd-4e97-a9e8-c3d4ae1d0497,Defense (Dept) / Hawaii Emergency Management Agency,EMA:  Workstation Replacements,,,,,2017-06-09,2017-06-09,,,
a7d434a9-28e9-4d77-b1b0-63e934e8c0b5,Defense (Dept) / Hawaii Emergency Management Agency,EMA: 2019 Equipment Life-Cycle Renewal,,green,significantBusinessBenefit,lowProjectRisk,2019-05-24,2019-05-24,,,
f5cc5a82-5fa9-4809-8fd9-4c580e623251,Defense (Dept) / Hawaii Emergency Management Agency,EMA: PSB cable replacement,,green,significantBusinessBenefit,,,,,,
9ab9eaec-73e5-40af-b5a1-d1a5f55b5c19,Defense (Dept) / Hawaii Emergency Management Agency,Establishment of local read-only Domain Controller at Birkhimer EOC,,,,,,,,2019-07-01,
4befa69a-9009-4e6d-a288-2373ba0020f8,Defense (Dept) / Hawaii Emergency Management Agency,HIEMA Distributed Antenna System,,,,,,,,,
0ad40d41-4373-4a0a-9025-0d927f96cc53,Defense (Dept) / Hawaii Emergency Management Agency,O&M EMA,,,,,,,,,
b96f414a-4297-465e-b20b-bca07f85141d,Defense (Dept) / Hawaii Emergency Management Agency,WebEOC/Mailman duplication to the GPC,,,largeBusinessBenefit,,,,,,
543bf4ad-27df-452c-ab92-d174a0066d70,Defense (Dept) / Hawaii Emergency Management Agency,COVID-19 Common Operating Picture Development and Deployment,,,,,,,,,
54998b5a-6524-4b7b-b854-a05363d7ac42,Defense (Dept) / Hawaii Youth Challenge Academy,O&M YCA,,,,,,,,,
6dc6eebc-3638-42af-9557-dbef7f5045fb,Defense (Dept) / Hawaii Youth Challenge Academy,YCA:  Cable plant modernization,,yellow,significantBusinessBenefit,moderateProjectRisk,2019-05-01,,,,
d43f57a9-a135-4aea-a189-e29d22e799ba,Defense (Dept) / Hawaii Youth Challenge Academy,YCA:  INET/NGN Connectivity,,green,significantBusinessBenefit,lowProjectRisk,2016-03-01,2016-10-01,,,
5ec664c1-7f30-4ee0-82f4-2e26c463a2f4,Defense (Dept) / Hawaii Youth Challenge Academy,YCA:  Security Camera and WiFi Expansion,,,littleBusinessBenefit,,,,,,
b3153c00-65e1-40da-8405-c605680eb244,Defense (Dept) / Hawaii Youth Challenge Academy,YCA: Distance Learning,,,largeBusinessBenefit,highProjectRisk,2020-05-22,,,,
b0a36cac-27b0-45e0-8ed6-ffd391c7834b,Defense (Dept) / Joint Staff,HING:  LMR Refresh and FirstNet,,,largeBusinessBenefit,,,,,,
0dae6ca4-beeb-479d-8a45-4d01674ba6d4,Defense (Dept) / Joint Staff,HING: Amelioration of Physical Disasters,State Active Duty Personnel and Logistics,,largeBusinessBenefit,severeProjectRisk,2019-03-01,,,,
e4d5245e-3209-4229-9d6c-c3cb64f507f0,Defense (Dept) / State Office of Homeland Security,O&M OHS,,,,,,,,,
06408365-e844-47f9-9a85-081d0826fbb4,Defense (Dept) / State Office of Homeland Security,OHS:  Cyber Safety Community Outreach,OHS - Office of Homeland Security - Website,,,,2018-10-10,,,,
0b89a5c2-6742-4c3f-bc22-eaa58911c8c4,Defense (Dept) / State Office of Homeland Security,OHS:  Relocation of the Office of Homeland Security and the Hawaii State Fusion Center to Ft. Ruger Bldg. 306A,,green,significantBusinessBenefit,,,,,,
919f9431-2af2-4db4-a195-e654f8499a51,Defense (Dept) / State Office of Veteran Services,O&M OVS,,,,,,,,,
d5a644a8-b4e3-4ede-b7f4-1f3050a30352,Education (Dept),DOE FMS Modernization,FMS Legacy DOE;FMS Modernization DOE,,significantBusinessBenefit,severeProjectRisk,,,,,
1b5ed7c4-b7af-446f-bd5b-9125339d4560,Enterprise Technology Services,LeanIX EA Tool Implementation,LeanIX,green,largeBusinessBenefit,moderateProjectRisk,2019-03-01,,,,
66c31038-4f8b-47f1-816f-84558e848311,Enterprise Technology Services / IT Governance Branch,LeanIX Extended Configuration,LeanIX,,largeBusinessBenefit,lowProjectRisk,2019-10-01,,,,
26668f49-91b4-436e-bb13-b0676f51616b,Enterprise Technology Services,HWYAC IV&V,HWYAC Replacement Financial System,,,,,,,,
c24d0018-8162-40e0-9777-b215b70115ab,Hawaiian Home Lands (Dept),EHDO renovation,,,,,,,,,
b27b687c-6674-4241-85d6-e7167625e406,Hawaiian Home Lands (Dept),Enterprise Content Management System Updates (Imaging),ApplicationXtender Web Access,green,largeBusinessBenefit,moderateProjectRisk,,,,,
387f428c-ff52-40ef-9b79-72c9609dce6d,Hawaiian Home Lands (Dept),Kauai Office Relocation,,,,,,,,,
34a9b3a5-bd6d-4fa4-b8b3-af77095a5c89,Hawaiian Home Lands (Dept),Relocation of staff,,,,,,,,,
8983a5fc-ff81-41c1-9fce-31543f4828c2,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Additional VMware View Server,,green,largeBusinessBenefit,moderateProjectRisk,,,,,
a91a66f5-b40d-4db6-85cd-1b95e5fe70e1,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY18-IT Purchases,,,,,,,,,
f29b02f7-9b7b-4259-9b99-6aed985388a2,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY18-Maintenance of Shared IT Equipment/Software,,,,,,,,,
26695acd-2bae-4848-a4d6-acecb9016801,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY19-Computers/monitors for new hires,,,,,,,,,
a8833e84-e940-4fbf-87dd-380bea6ffe7f,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY19-Maintenance of Shared IT Equipment/Software,,,,,,,,,
3fcbc9c9-6ce6-4bfe-80ee-70f7bb494db1,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY19-Mobile computing,,,,,,,,,
42f48fdf-3cdc-45f6-b456-29e3a601ddfd,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY19-Other IT Purchases,,,,,,,,,
88ef51cb-a6db-4f13-a813-7c519ea18268,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY19-Printer replacements,,,,,,,,,
60e8b0d5-d235-4efa-8552-22afdba8781d,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY20-Computer/monitor refresh,,green,,,,,,,
91d4425c-4a75-453d-a6d9-ab5e4de2882e,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY20-Maintenance of Shared IT Equipment/Software,,,,,,,,,
e3bfc9a1-4560-405f-af2d-22c997c4a99f,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Computer/monitor refresh,,,,,,,,,
b3c935ba-b0d1-4dc5-9c00-61c1280c6459,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Maintenance of Shared IT Equipment/Software,,,,,,,,,
0c268696-0d79-4747-bd8e-30ce896b59b4,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Mobile computing,,,,,,,,,
353e4ec2-977a-497c-8a91-aa71a8291282,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Other IT Purchases,,,,,,,,,
f9242a39-f33e-4cf2-ab24-7199376f89a5,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Printer replacements,,,,,,,,,
5d897ed5-7002-4f7d-ab4b-2d24cc2d5fa7,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),FY21-Video Conferencing Equipment,,,,,,,,,
8b274dca-0695-40e7-9f1c-a2c0a722e8c0,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),"Legacy APPX applications (Applicant/Lessee, Recordation, Mortgage Loan) -  Licensing FY17",Legacy APPX;Legacy APPX / Applicant/Lessee;Legacy APPX / Mortgage Loan;Legacy APPX / Recordation,,,,,,,,
8db9c65e-bb9f-448e-aca5-52f1fea470fa,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),"Legacy APPX applications (Applicant/Lessee, Recordation, Mortgage Loan) -  Licensing FY18",Legacy APPX;Legacy APPX / Applicant/Lessee;Legacy APPX / Mortgage Loan;Legacy APPX / Recordation,,,,,,,,
782e0111-7037-45eb-9212-3843fbb9d1c4,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),"Legacy APPX applications (Applicant/Lessee, Recordation, Mortgage Loan) -  Licensing FY19",Legacy APPX;Legacy APPX / Applicant/Lessee;Legacy APPX / Mortgage Loan;Legacy APPX / Recordation,,,,,,,,
def06921-4b0b-4a11-8cd4-5101d8b7b244,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),"Legacy APPX applications (Applicant/Lessee, Recordation, Mortgage Loan) -  Licensing FY20",Legacy APPX;Legacy APPX / Applicant/Lessee;Legacy APPX / Mortgage Loan;Legacy APPX / Recordation,green,marginalBusinessBenefit,,,,,,
b6ce8d42-377d-4640-8b82-4bced74575e2,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),"Legacy APPX applications (Applicant/Lessee, Recordation, Mortgage Loan) -  Licensing FY21",Legacy APPX;Legacy APPX / Applicant/Lessee;Legacy APPX / Mortgage Loan;Legacy APPX / Recordation,green,marginalBusinessBenefit,,,,,,
36f13b9b-036f-47ee-8d85-8497d4d59cff,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Network Consulting/Integration Services FY18,,,,,,,,,
8d0be650-6d86-4250-9c6b-87aea00c58d9,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Network Consulting/Integration Services FY19,,,,,,,,,
4dc83733-890f-4cb6-82de-b5eeea8e0cfb,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Network Consulting/Integration Services FY20,,,,,,,,,
5a423c90-4245-49d1-9c68-42027a1781c4,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Network Consulting/Integration Services FY21,,,,,,,,,
d9116815-a68a-41a9-882e-1a0bd4fc4774,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Red Hat Enterprise Linux FY19,Legacy APPX,,,,,,,,
d61c421c-7672-4aff-8d89-7d4b379135c0,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Red Hat Enterprise Linux FY20,Legacy APPX,,,,,,,,
2fc6b96b-75f1-4936-8861-b539cc56e683,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Red Hat Enterprise Linux FY21,Legacy APPX,,,,,,,,
16aa123e-ef97-4cb6-a422-aa4eaf818e63,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Replace backup software/hardware,,,,,,,,,
efbffd37-6206-41e4-8e74-6957f34d643c,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Replace Building Security/Fire Systems,,,,,,,,,
61edb751-71ac-4dbc-aa9c-590016654122,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Replace Legacy APPX applications,,,,,,,,,
5b6d4d5f-4e19-45f7-917b-c4e2332d7f82,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Replace Storage system/VM hosts,,,,,,,,,
119e61e7-40ae-4f6b-b232-80e86eaf6183,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Switch replacements Statewide,,green,,,,,,,
ceb9e7b2-14d3-4cf1-a465-7cbab6600bb7,Hawaiian Home Lands (Dept) / Administrative Services Office (ASO),Switch replacements Statewide FY21,,green,,,,,,,
4b7bbe72-3d22-4f5a-9953-08a2cc95f8fb,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Consulting/Support FY19,DHHL-Oracle EBusiness Suite R12,,,,,,,,
cdb63eea-409c-4ee8-92cc-4c2a2834de88,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Consulting/Support FY20 to FY23,DHHL-Oracle EBusiness Suite R12,green,largeBusinessBenefit,moderateProjectRisk,2019-09-26,,,,
a7c5825f-3773-4157-8b46-3eb4cec1581e,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Licensing FY18,DHHL-Oracle EBusiness Suite R12,,,,,,,,
db893a4c-a1ab-4afb-8a5e-59ecb22e2500,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Licensing FY19,DHHL-Oracle EBusiness Suite R12,,,,,,,,
058c2627-6338-40dd-9379-30be9929d17f,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Licensing FY20,DHHL-Oracle EBusiness Suite R12,green,,,,,,,
c18e15a5-724e-4563-9f47-f23b94150f3e,Hawaiian Home Lands (Dept) / Fiscal Office (FO),Oracle Financials - Licensing FY21,DHHL-Oracle EBusiness Suite R12,green,,,,,,,
eb745694-3e66-43ad-ab8d-72fb4ded2db7,Hawaiian Home Lands (Dept) / Homestead Services Division,Water billing system - Licensing/Support FY18,Utility Star Gold Version 9.0,,,,,,,,
cdec886a-bdca-4893-b55c-c3648acf9693,Hawaiian Home Lands (Dept) / Homestead Services Division,Water billing system - Licensing/Support FY19,Utility Star Gold Version 9.0,,,,,,,,
ac30c21a-659f-4f17-b345-039dc8e3682a,Hawaiian Home Lands (Dept) / Homestead Services Division,Water billing system - Licensing/Support FY20,Utility Star Gold Version 9.0,green,,,,,,,
2b499969-6364-45ab-973d-506e79eb3f2a,Hawaiian Home Lands (Dept) / Homestead Services Division,Water billing system - Licensing/Support FY21,Utility Star Gold Version 9.0,green,,,,,,,
716c5138-1d02-46eb-b027-3dcb0796a26a,Hawaiian Home Lands (Dept) / Office of the Chairman (OCH),Contact Center,DHHL - Salesforce Contact Center;DHHL - Talkdesk Contact Center,green,largeBusinessBenefit,moderateProjectRisk,,,,,
00c31a72-8031-4a9e-8beb-179b5ec23df8,Hawaiian Home Lands (Dept) / Office of the Chairman (OCH),Contact Center (M&O) FY19,DHHL - Salesforce Contact Center;DHHL - Talkdesk Contact Center,,,,,,,,
9aa6801e-f868-4e84-a10c-665afc7f043f,Hawaiian Home Lands (Dept) / Office of the Chairman (OCH),Contact Center (M&O) FY20,DHHL - Salesforce Contact Center;DHHL - Talkdesk Contact Center,,,,,,,,
438ab2d1-3320-46a4-ad06-6a2302f315c7,Hawaiian Home Lands (Dept) / Planning Office (PO),Cloud Readiness and Roadmap Report,,,,,,,,,
24d043ac-77f9-490c-ba4d-1a4d4d5e399b,Hawaiian Home Lands (Dept) / Planning Office (PO),GIS System Architecture and Design Report,,green,,,,,,,
7b827a8c-7aa8-41be-a803-4a67ee9859d7,Health (Dept) / Administrative Services Office,DOH ET Acquire and Implement VxRail Appliance,Virtual and Physical Servers Environment Support,,largeBusinessBenefit,moderateProjectRisk,,,,,
269f7b6f-3563-41fe-b717-5b3893862ff2,Health (Dept) / Administrative Services Office,DOH ET Advance Malware Protection,Security Systems and Endpoint support,,significantBusinessBenefit,lowProjectRisk,,,,,
f41343c7-2360-451a-8d63-475feba96c42,Health (Dept) / Administrative Services Office,DOH ET Annual Smartnet Technical support,WAN LAN Network Environment Support,,significantBusinessBenefit,lowProjectRisk,,,,,
19e8a0f0-1ab0-4bec-b5df-83254b3f2d83,Health (Dept) / Administrative Services Office,DOH ET Azure Cloud Subscription,Security Systems and Endpoint support,,significantBusinessBenefit,lowProjectRisk,,,,,
36bf9ebd-41c4-492b-9091-9017a8440e36,Health (Dept) / Administrative Services Office,DOH ET Core Switch Upgrade in Kinau Hale,WAN LAN Network Environment Support,,largeBusinessBenefit,moderateProjectRisk,,,,,
2eb1274d-f50b-4734-9efb-107ce9d3fa6f,Health (Dept) / Administrative Services Office,DOH ET Enhanced Security Package,Security Systems and Endpoint support,,largeBusinessBenefit,lowProjectRisk,,,,,
380b11ca-6aa5-430b-81e5-c5fcf9c22716,Health (Dept) / Administrative Services Office,DOH ET Gartner Research Subscription,DOH Information Technology General Research and Strategy,,littleBusinessBenefit,lowProjectRisk,,,,,
f677343e-4bf9-4e12-bc93-57a04d905f8e,Health (Dept) / Administrative Services Office,DOH ET LAN Upgrade for 14 Locations,WAN LAN Network Environment Support,,largeBusinessBenefit,moderateProjectRisk,,,,,
baeb1ce5-75fa-4ea6-a472-c97cdacbeb41,Health (Dept) / Administrative Services Office,DOH ET Microsoft Premier Support,Security Systems and Endpoint support,,littleBusinessBenefit,lowProjectRisk,,,,,
05bf585a-84b0-4015-a996-4a766d05437b,Health (Dept) / Administrative Services Office,DOH ET Tanium Asset Management System,Security Systems and Endpoint support,,largeBusinessBenefit,moderateProjectRisk,,,,,
baa1c624-f1b0-4b28-a4f6-9dab37a2e77b,Health (Dept) / Administrative Services Office,DOH ET Window 7 to Window 10 Upgrades,DOH End User Device and Desktop Software Support Services,,significantBusinessBenefit,moderateProjectRisk,,,,,
bdad6fff-4b76-40ac-9b65-8a4346f8dd08,Health (Dept) / Administrative Services Office,DOH HSH campus LAN upgrade,,,largeBusinessBenefit,highProjectRisk,,,,,
62ab2f8f-f1c0-4739-8ac5-cb085da81dd7,Health (Dept) / Behavioral Health Administration,DOH BH AVATAR Hosting SaaS,DOH Adult Mental Health Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
164c2dd5-dc83-454f-8706-54ed9ab8fc38,Health (Dept) / Behavioral Health Administration,DOH BH Avatar Maintenance Support,DOH Adult Mental Health Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
6c49d2ff-364e-464e-ae50-8a4f6c4add74,Health (Dept) / Behavioral Health Administration,DOH BH Build website for Clean N Sober Homes,DOH Alcohol Drug Abuse Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
195efbc5-2e29-42c2-b4de-e619661cb36b,Health (Dept) / Behavioral Health Administration,DOH BH eCura Maintenance Support,DOH Adult Mental Health Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
7abf97aa-9a0f-4fb0-b159-dae899b8c755,Health (Dept) / Behavioral Health Administration,DOH BH Electronic Dental Health Record and Digital Radiography System,DOH Dental Health Case Management System,,littleBusinessBenefit,lowProjectRisk,,,,,
4d037d01-85bd-4348-87e4-3d4756367989,Health (Dept) / Behavioral Health Administration,DOH BH Hawaii State Hospital LAN Upgrade,WAN LAN Network Environment Support,,largeBusinessBenefit,moderateProjectRisk,2020-05-01,,,,
2178b6a0-3bf1-44ef-b1ec-51f6b5263fa1,Health (Dept) / Behavioral Health Administration,DOH BH HI-WITS Hosting and System Maintenance Support,DOH Alcohol Drug Abuse Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
6dd89ed3-42b5-44dd-a337-6448786e089d,Health (Dept) / Behavioral Health Administration,DOH BH Implement RAPID computerized tomography perfusion software,DOH Developmental Disabled Client Services Tracking,,largeBusinessBenefit,moderateProjectRisk,,,,,
fd4407ff-0f15-4226-a8c1-020443f0bc8e,Health (Dept) / Behavioral Health Administration,DOH BH Kronos Staff Scheduler - Phase II,DOH Adult Mental Health Management Information System,,largeBusinessBenefit,moderateProjectRisk,,,,,
a2ee2ece-b7bf-4e88-b791-7c9995c47541,Health (Dept) / Behavioral Health Administration,DOH Case Management System for All Divisions in Behavioral Health Administration,DOH Adult Mental Health Management Information System;DOH Alcohol Drug Abuse Management Information System;DOH Child Adolescent Mental Health Information System;DOH Developmental Disabled Client Services Tracking,,significantBusinessBenefit,highProjectRisk,,,,,
771b8e8f-42e2-4c8e-be87-3c6fefa4c581,Health (Dept) / Environmental Health Administration,DOH EH Cloud Service Renewal and Migration Services,DOH Environmental Health Enterprise Support Services Systems,,largeBusinessBenefit,lowProjectRisk,,,,,
b3db4ca4-60f0-4ab4-9746-be208b38c4b6,Health (Dept) / Environmental Health Administration,DOH EH e-Permitting Portal UIX Upgrade,DOH Environmental Health Enterprise Support Services Systems,,largeBusinessBenefit,lowProjectRisk,,,,,
9543f18d-df61-459a-b800-bbb4d8aaa076,Health (Dept) / Environmental Health Administration,DOH EH Upgrade to Portal and Publishing Service,DOH Environmental Health Enterprise Support Services Systems,,littleBusinessBenefit,lowProjectRisk,,,,,
1e56a81d-fc4d-472e-8569-53f038f5c344,Health (Dept) / Environmental Health Administration,DOH EHB Clean Air Branch System Enhancements,DOH Clean Air Management Information Systems,,largeBusinessBenefit,moderateProjectRisk,,,,,
c58b77ba-61db-4b65-8c95-a6468f8f6a78,Health (Dept) / Environmental Health Administration,DOH EHB Clean Water Branch System Enhancements,DOH Clean Water - Water Quality & Pollution Control System,,largeBusinessBenefit,moderateProjectRisk,,,,,
46b028dd-39ea-4e4d-82ec-20386ae570dc,Health (Dept) / Environmental Health Administration,DOH EHB Clean Water Branch systems maintenance and support,DOH Clean Water - Water Quality & Pollution Control System,,littleBusinessBenefit,lowProjectRisk,,,,,
712a31f4-795d-4102-a573-51f94ed00852,Health (Dept) / Environmental Health Administration,DOH EHB iHEER Incident and Site Management System,DOH Emergency Response Support Systems;DOH Hazard Evaluation and Emergency Response system,,largeBusinessBenefit,moderateProjectRisk,,,,,
