id,name,ownerAgencyName,successors,leadingBusinessCapability,businessCriticality,functionalFit,technicalFit,lifecycle:plan,lifecycle:active,lifecycle:endOfLife,timeTag,hostingTypeTag,majorInformationSystemsTag
949a8a61-72ac-4b07-9873-9c27b27bd8ab,Adobe Portal,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Application Intake,missionCritical,adequate,adequate,,2020-10-01,,Invest,Co-Located,
7887ae54-b912-4a4a-bb91-6413f5f8d343,CATV - INETS Request Online Coordination (IROC),Commerce & Consumer Affairs (Dept) / Cable Television Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,poor,,2017-01-02,,Migrate,,
107283bd-abca-44c3-ba54-f7b1d9e73df8,Hawaii Defense Economy (HDE) Website,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",,,missionCritical,,adequate,,2019-12-02,,missing data,,
c0c48feb-adcf-4ac7-9f63-c8dc747f09b4,AIR HNL Baseyard Fuel System,Transportation (Dept) / Airports Division,,Department Budget Areas / Transportation,businessOperational,adequate,adequate,,2004-07-01,,Invest,@On Premise,
add77bd2-18bb-496c-a91c-9a2e3a013db8,Online Hawaii's Missing Children Search,Attorney General (Dept) / Crime Prevention & Justice Administration Division,,Department Budget Areas / Public Safety,missionCritical,adequate,adequate,,,,Invest,,
0db5e5f5-c686-41db-ac3b-89101e36c526,Child Support Digital Imaging System,Attorney General (Dept) / Child Support Enforcement Agency,,Government Wide Support / Information Technology / Document Management,missionCritical,insufficient,adequate,,,,Tolerate,,
589e3418-145f-4dfd-9338-bd7cb54f5b95,BUF - ERS - Pension Administration System,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS Pension Administration System (Cloud),Government Wide Support / Employee Benefits,businessCritical,insufficient,adequate,,,2019-12-31,Tolerate,@On Premise,Major Information Systems
bca03dd9-72c6-4ac8-ba7b-ded8aa74ef94,Career Kokua,Labor and Industrial Relations (Dept) / Research and Statistics Office,,Department Budget Areas / Employment / Employment - Career Development,businessOperational,adequate,adequate,,2017-01-01,,Invest,@On Premise,
9b8b0c98-66f3-4717-a645-18efe03dfe7c,DHHL-Oracle EBusiness Suite,Hawaiian Home Lands (Dept) / Office of the Chairman (OCH),,Government Wide Support / Financial Management / Accounting,missionCritical,adequate,adequate,,,,Invest,@On Premise,
c95a9021-617e-40bc-993e-b9bda964ce58,BUF - ERS - Accounting System (Cloud),Budget & Finance (Dept) / Employee Retirement System,,Government Wide Support / Financial Management / Accounting,missionCritical,adequate,excellent,,,,Invest,SaaS,
07bab5d2-e8b1-4688-8b29-96c9d5ce99da,Overtime Study,Legislature,,Government Wide Support / Financial Management / Financial Reporting,,,adequate,,2019-01-01,2023-01-01,missing data,@On Premise,
1ae8f9c2-00ad-408b-9cd8-7907afb186a1,Child Support Enforcement Intercept,Labor and Industrial Relations (Dept),,Department Budget Areas / Social Services,businessCritical,adequate,poor,,2019-01-01,2023-01-01,Migrate,@On Premise,
faf1918d-84e2-40be-b216-f98c0464a97a,P-EBT Status Portal,Human Services (Dept) / Benefits Employment and Support Services Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,excellent,,2020-09-01,,Invest,@On Premise,
a55db784-0df1-4fbd-b9c3-4458615f8603,HYCF Legacy Case Mgmt,Human Services (Dept) / Office of Youth Services,,Department Budget Areas / Social Services / HS - Case Management,businessOperational,insufficient,poor,,1990-01-01,,Migrate,@On Premise,
fd9066bc-daa9-4394-9665-ae92f7ef9fdc,SyncSort,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Information Technology / Tools & Utilities,missionCritical,adequate,adequate,2019-04-01,2019-09-28,,Invest,,
e35d6788-0f67-44d6-b873-53065c0d82ca,HANA,Human Services (Dept) / Benefits Employment and Support Services Division,,Department Budget Areas / Social Services / HS - Case Management,businessCritical,adequate,adequate,,2019-01-01,,Invest,Co-Located,Major Information Systems
614a9d77-d1e9-4361-951c-2f659bcdf5bb,Inspection and Permitting System,Labor and Industrial Relations (Dept) / Hawaii Occupational Safety and Health,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,adequate,,2013-08-06,,Invest,Co-Located,
acf36c96-8233-45bc-9f1c-7d446645f987,MS Access Fiscal Management Database,"Business, Economic Dev & Tourism (Dept) / Office of Planning",,,missionCritical,insufficient,insufficient,,,,Migrate,,
32185811-1bfe-467a-8019-2b315784dc92,DFI - Micropact Entellitrak FIMS Replacement,Commerce & Consumer Affairs (Dept) / Financial Institutions,,Government Wide Support / Information Technology / Case Management,businessCritical,poor,poor,,2019-08-01,,Eliminate,,
0c3714f6-c94c-4a7b-bfcf-b87b7d86f6d7,BUF - BPPM - Budget Request System/eBuddi,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,businessCritical,insufficient,adequate,,2019-01-01,2023-01-01,Tolerate,@On Premise,
a30b4684-7b90-48a4-a03a-e25d173ecc25,BUF - BPPM - Revenue System/eRev,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
f98044de-02f4-4285-a073-ddb96314fc86,BUF - ERS Pension Administration System (Cloud),Budget & Finance (Dept) / Employee Retirement System,,Government Wide Support / Employee Benefits,missionCritical,excellent,excellent,,,,Invest,SaaS,
2fdf2648-1f36-4cd2-8e7b-b84a5aa4570f,Apprentice Cards,Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Client Intake,administrativeService,poor,insufficient,,2000-01-01,,Eliminate,@On Premise,
21cb25c5-5440-41e4-835f-71921356abcf,ARO Attorney and Witness Fees,Budget & Finance (Dept) / Administrative and Research Office,,Government Wide Support / Financial Management / Financial Reporting,businessCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
77eeeee3-cdc6-4f54-8c3c-1d3b13c45525,PUC-DMS,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC-Case & Document Management System TBD,Government Wide Support / Information Technology / Document Management,businessCritical,insufficient,poor,,,,Migrate,,
f87c4fd3-e4a8-4586-b8a0-4e9287bf7773,AIR Duty Manager Log,Transportation (Dept) / Airports Division,,Department Budget Areas / Transportation / Transportation Operations,missionCritical,adequate,adequate,,1994-07-01,,Invest,@On Premise,
49d993e9-390c-42db-aa9e-47f9bf46e94f,B2G,Transportation (Dept) / Admin Division,,Department Budget Areas / Transportation,missionCritical,excellent,excellent,,2019-10-31,2020-10-30,Invest,SaaS,
5d28d6c2-18ec-4162-8d3f-23c493def241,SiteImprove,Enterprise Technology Services / Technology Support Services Branch,,Government Wide Support / Information Technology / Enterprise Applications,businessOperational,excellent,excellent,,2019-01-01,,Invest,SaaS,
7a85fac8-ac92-4884-b6c0-ad046ba99e3b,soc.hi.gov,Enterprise Technology Services / Security Branch,,Customer/Citizen Relationships / Self Service,businessOperational,adequate,adequate,,2014-05-14,,Invest,,
939eb9c3-8f55-4de4-b715-21c359abb3ba,Archives - Confluence,Accounting & General Services (Dept) / Archives Division,,,businessOperational,adequate,insufficient,,2020-01-01,,Migrate,PaaS,
4eb2d75a-e1a9-442f-ab97-1e41049f4939,AlertSense IPAWS Origination,Defense (Dept) / Hawaii Emergency Management Agency,,,missionCritical,adequate,excellent,,2017-12-22,,Invest,@On Premise,
d55334ef-d865-4f0e-89df-ebba93c3fd68,SHACA,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation,businessCritical,excellent,excellent,,2019-05-01,,Invest,SaaS,
51bcfa43-7638-4b20-8c0d-d90717c06c29,DOT-ADMIN: DOT Operations and Management Budget System,Transportation (Dept) / Admin Division,,Government Wide Support / Financial Management / Comprehensive or Multi-Purpose FMS,businessCritical,adequate,insufficient,,2007-01-01,,Migrate,@On Premise,
97c6769a-3b4d-43b3-86d0-2c79542d5706,Laser Printer Forms,Enterprise Technology Services / Production Services Branch,,Government Wide Support / Information Technology / Tools & Utilities,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
4fb3dc42-82c2-4d34-b7d5-a96408019294,HDOA Inventory,Agriculture (Dept),,Government Wide Support / Property & Facilities,administrativeService,adequate,adequate,,,2027-11-01,Invest,@On Premise,
10f33e7f-a889-48dd-a0b0-ddb33a6475a2,Sex Offender Registry,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Department Budget Areas / Public Safety,missionCritical,adequate,adequate,,,,Invest,,
36a0863b-5ebc-4be2-bb67-dd5ce3543cf5,LeanIX,Enterprise Technology Services / IT Governance Branch,,Government Wide Support / Information Technology / IT Portfolio Mgmt,businessOperational,excellent,excellent,,2019-07-01,,Invest,SaaS,
f3b5d008-633a-43dc-8371-72e106b0b99d,Renewable Energy Permitting Wizard,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2020-01-01,,Invest,Hosted,
496c41a1-0206-4914-a75f-44490822b110,Sex Offender Bulk Covered Registry,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,adequate,,2013-08-21,,Invest,IaaS,
996144a8-40d3-4d9d-acf0-ee60b4b091b2,SESA,Labor and Industrial Relations (Dept) / Administrative Services Office (ASO),,Government Wide Support / Financial Management / Accounting,businessCritical,adequate,poor,,,,Migrate,SaaS,
8afa9b2a-8d3a-48c1-bc5e-82b3387f1e8a,AIR AIRMISO (Management Information System for Operations),Transportation (Dept) / Airports Division,,Department Budget Areas / Transportation / Transportation Operations,businessCritical,adequate,adequate,,2019-12-01,,Invest,SaaS,
73311d93-325e-4352-9ee6-405e71646341,SHAKA,Human Services (Dept) / Social Services Division,SSD IT Modernization,Department Budget Areas / Social Services / Child Welfare - Case Management,missionCritical,adequate,adequate,,2006-01-01,,Invest,@On Premise,
0f04a454-0d68-4be4-8ba5-f76f16d71c8b,Archives - Bitbucket,Accounting & General Services (Dept) / Archives Division,,,businessOperational,adequate,insufficient,,2020-01-01,,Migrate,PaaS,
4722be92-17d7-4edc-8a71-ee9459b657e3,DAGS - SPO - HANDS - Hawaii Awards & Notices Distribution System,Accounting & General Services (Dept) / State Procurement Office,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,adequate,,2017-11-17,,Invest,Co-Located,
c2b642b1-e20c-4d73-90bc-7a34b6c20d97,DOH Assessment and Control of Health Care Delivery System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Health Related Quality Assurance and Control,administrativeService,adequate,adequate,,2017-06-23,,Invest,,
1dcda561-69ad-4ad3-ac2f-ddfdf7fd387c,Case Management (Siebel),Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Case Management,missionCritical,adequate,insufficient,,2013-10-01,,Migrate,Co-Located,
005a17a3-f898-411a-8582-93a4158615d5,Covered Offender Registry,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2000-08-11,,Invest,Co-Located,
c35925a7-5925-40f9-a85b-6f544d87aa7d,BREG - Trade Names & Marks,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,Co-Located,
86ef5026-c5fd-459e-a38d-2086e5ce6d39,DOT-ADMIN: Legacy Lotus Notes/Domino Applications,Transportation (Dept) / Admin Division,,Government Wide Support / Information Technology / Enterprise Applications,businessCritical,poor,insufficient,,1995-01-01,,Eliminate,@On Premise,
360f358e-9a5a-4619-a277-94fe41078318,Hawaii Civil Rights Commission (HCRC) Database Application,Labor and Industrial Relations (Dept) / Hawaii Civil Rights Commission Division,,Department Budget Areas / Employment / Employment - Case Management,businessCritical,insufficient,poor,,2005-01-01,,Migrate,@On Premise,
99002498-7f46-4fc8-a042-1cf7b64e523d,3D TopoQuads,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
b9a79e47-cd5e-485e-b9c7-01a18660c330,RICO/OCP/REB/CATV/DFI - Complaints Management System (CMS),Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),,Department Budget Areas / Individual Rights / Business Practices Enforcement,missionCritical,adequate,poor,,2002-01-01,,Migrate,Co-Located,
9af05871-fb78-4fb1-b62e-de1d783481d3,ES-202 Employment and Wages Program,Labor and Industrial Relations (Dept) / Research and Statistics Office,,Department Budget Areas / Employment / Labor Statistics,businessOperational,insufficient,poor,,2019-01-01,2023-01-01,Migrate,@On Premise,
09bb7626-dede-4b31-b862-37bfd1c3d5a1,Financial Management Module,Education (Dept),,Government Wide Support / Financial Management / Payment Processing,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
1d7bcc88-f5ea-46a2-8e02-d5bb13ff7e16,DOH Health Utilization Care System (HXA),Health (Dept),,Government Wide Support / Financial Management / Financial Reporting,administrativeService,insufficient,insufficient,,2019-01-01,,Eliminate,@On Premise,
a1b29a02-a04b-4458-83e8-6682c3a7ecf3,HawaiiPay Help Desk (hipservice.hawaii.gov),Enterprise Technology Services / Enterprise Services Branch,,Government Wide Support / Information Technology / Help Desk,missionCritical,adequate,adequate,,2018-02-01,,Invest,,
a640d6a5-be38-410e-8a37-260671a61e23,Brandwatch,Enterprise Technology Services / Technology Support Services Branch,,Customer/Citizen Relationships / Constituent Outreach,administrativeService,adequate,adequate,,2018-10-01,,Invest,SaaS,
31388447-d741-44f1-8a34-da433688979c,HIJIS - Hawaii Integrated Justice Information Sharing,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,adequate,,2013-08-12,,Invest,,
a0dc8218-3951-4a00-aba6-0e6d872cea81,Personnel Records System,Human Resources Development (Dept),,Government Wide Support / Human Resources,,,adequate,,2019-01-01,2023-01-01,missing data,@On Premise,
93ce24b4-17af-426f-8e2e-2c6331e39eff,NCIC/Nlets,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,,missionCritical,excellent,adequate,,,,Invest,,
700f4adb-c7fc-4e8a-9c8b-459c489d7826,BUF-BPPM-CIP Budget Summary / eCIP,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,missionCritical,adequate,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,
e7019769-2315-4983-b7d8-6b353cfbd8d8,Brand Database,Agriculture (Dept),,Department Budget Areas / Economic Development,administrativeService,adequate,adequate,,,2021-11-01,Invest,@On Premise,
39ab948d-cb7a-4464-91cd-222858c6a138,PUC-Case & Document Management System,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),,Government Wide Support / Information Technology / Document Management,businessCritical,excellent,excellent,,,,Invest,,
6a931b78-cd87-4eb7-b6f9-882040cd7547,HAWI Legacy Benefits Eligibility System,Human Services (Dept) / Benefits Employment and Support Services Division,Benefits Eligibility System (BES),Department Budget Areas / Social Services / HS - Case Management,missionCritical,adequate,poor,,2011-01-01,2022-07-01,Migrate,@On Premise,Major Information Systems
eafc4ee0-f963-4da3-8324-0691aad61a47,KOLEA,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Case Management,businessCritical,adequate,adequate,,2013-10-01,,Invest,Co-Located,Major Information Systems
529b321e-aa20-40d3-9977-783abf588824,BREG - SEC - Investment Advisors / Broker Dealers / Mutual Funds / Franchises,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,1999-01-01,,Migrate,@On Premise,
98c5851d-f414-4704-80bf-d06b6f5276ce,DO - Referral System,Commerce & Consumer Affairs (Dept) / Director's Office,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,2006-01-01,,Migrate,@On Premise,
14117b69-6f5a-4746-ac29-7b379682ea16,DO - Legislative Tracking System (LTS),Commerce & Consumer Affairs (Dept) / Director's Office,,Government Wide Support / Information Technology / Enterprise Applications,businessCritical,adequate,poor,,2004-01-01,,Migrate,@On Premise,
4a5af284-e8aa-497f-9332-1b100a648729,RICO/OAH - Citation Log,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,2001-01-01,,Migrate,@On Premise,
cd138c78-e190-4f50-a560-a559021439e5,Conservation & Resources Enforcement Hawaii Hunter Education Safety Courses,Land & Natural Resources (Dept) / Conservation and Resources Enforcement (DOCARE),,,businessOperational,excellent,excellent,,,,Invest,Co-Located,
43ea31d2-b4a6-475a-8af4-4810d8e73235,Corrections Collaboration System,Public Safety (Dept) / Corrections Division,,Department Budget Areas / Public Safety,businessCritical,excellent,excellent,2019-07-01,,,Invest,TBD - Future,
f6e562b9-1d4f-432c-9e23-5f483135da5f,INS - Legal RFS,Commerce & Consumer Affairs (Dept) / Insurance Division,,Department Budget Areas / Individual Rights / Service Regulation,businessCritical,adequate,poor,,2004-01-01,,Migrate,@On Premise,
98acdff0-728c-4e18-bcef-121f686ba111,ISCO - In/Out Board,Commerce & Consumer Affairs (Dept) / ISCO,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessOperational,adequate,poor,,2005-01-01,,Migrate,@On Premise,
754d558b-7575-4410-9160-c3127d08aae2,"DOH Meeting Room, Remote Communications and Collaboration Support Services",Health (Dept) / Health Resources Administration,,Government Wide Support / Information Technology / Infrastructure,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
9dceca07-2355-4dad-b62c-cdae4727330a,DOH Environmental Health Services Systems,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-08-16,,Invest,@On Premise,
7e3a530b-f942-4814-b01f-2ff4a8cee2b5,HWYAC Transaction History Database (HWYAC Online),Transportation (Dept) / Highways Division,,Government Wide Support / Financial Management / Financial Reporting,businessCritical,adequate,poor,,,,Migrate,@On Premise,
5231b2de-bb12-4777-b4b3-a7b8fcc6efa6,Highways Personnel Employee Training database,Transportation (Dept) / Highways Division,,Government Wide Support / Human Resources,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
d0293653-0257-4a0e-ad0b-4238f3274d9b,Intake Service Center System,Public Safety (Dept) / Corrections Division,Corrections Collaboration System,Department Budget Areas / Public Safety,businessCritical,adequate,insufficient,,2000-01-01,,Migrate,@On Premise,
66831ac7-3239-45ce-a5db-e7b6336865ca,INS - NIPR - Appointments and Terminations,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,IaaS,
87fdbe0b-0198-4c01-98dd-cb6f2d136b70,BUF-EUTF-Office Suite,Budget & Finance (Dept) / Employer-Union Health Trust Fund,,Government Wide Support / Information Technology / Enterprise Applications,businessOperational,adequate,excellent,,,,Invest,@On Premise,
d4806394-b016-45f5-a74c-e15d23e27561,DOH Executive Office of Aging Client Management System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessOperational,insufficient,insufficient,,2019-03-15,,Migrate,SaaS,
c7aae74e-90b1-4e64-a895-8b96a3105f1a,DOH Public Health Nursing Client/Service  Tracking System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessCritical,insufficient,insufficient,,2017-06-23,,Migrate,PaaS,
6a8b1387-0017-4491-8331-82adc0a0cb5e,DOH Electronic Travel System (eTravel),Health (Dept) / Administrative Services Office,,Government Wide Support / Human Resources,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
fc98aff1-a669-4f1b-80f1-3049f05a09e5,Agricultural Loan Management System (ALA),Agriculture (Dept) / Agricultural Loan,,Department Budget Areas / Economic Development,businessCritical,adequate,adequate,,,2022-11-01,Invest,@On Premise,
26a96f51-2bb2-4ab2-b658-168b1db281f1,DOH Dental Health Case Management System,Health (Dept) / Behavioral Health Administration,,Department Budget Areas / Health / Physical Health - Case Management,businessOperational,insufficient,insufficient,,2017-08-26,,Migrate,TBD - Future,
d096f62f-dd66-4857-b40a-738092baafb4,DOTH Maintenance Management System,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Maintenance,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
fac79e9f-1118-45cd-b725-a45bcab8798f,CPMS,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
a85ac94e-7f63-48c6-8925-68bebb135ad5,Branch Mail Logs,Transportation (Dept) / Highways Division,,,businessOperational,adequate,poor,,,,Migrate,@On Premise,
242dd4fe-9d9d-4178-825d-faed181f6ef1,Security Systems and Endpoint support,Health (Dept) / Administrative Services Office,,Government Wide Support / Information Technology / Infrastructure,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
42c376b8-8ac7-4364-a44a-d1303e7e850f,BREG - SEC - Solicitors Fund Raising Counsel,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,1999-01-01,,Migrate,@On Premise,
a819072f-6b38-4907-8ad8-fa99fdbc0c51,BREG - SEC - Reg D,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,1999-01-01,,Migrate,@On Premise,
4a53fb43-e2d6-4ebe-86bd-f2f82c8b2852,INS - Office Services RFS,Commerce & Consumer Affairs (Dept) / Insurance Division,,Department Budget Areas / Individual Rights / Service Regulation,businessCritical,adequate,poor,,2004-01-01,,Migrate,@On Premise,
9269142a-f904-419f-bc0c-2f24beb5d780,Design Branch As Built Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,insufficient,,,,Migrate,@On Premise,
2c02158c-b04a-4ffd-9420-d6527d005878,Public Land Trust Information System,Land & Natural Resources (Dept),,Department Budget Areas / Culture and Recreation,administrativeService,adequate,adequate,,,,Invest,@On Premise,
77ffc1de-607f-4c39-a4e2-301ffd357fe8,RACF,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Information Technology / Tools & Utilities,businessCritical,adequate,adequate,,,,Invest,@On Premise,
bc9f8b9b-14d6-4754-b59f-2c411a65dd9d,HTDC Salesforce CRM,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",,,businessOperational,adequate,excellent,,2012-01-01,,Invest,PaaS,
d2bb26ed-85b4-46f1-98bb-9819f5b7ca96,AIR Operations Identity Management System,Transportation (Dept) / Airports Division,,Department Budget Areas / Transportation / Transportation Operations,businessCritical,excellent,excellent,2020-06-01,,,Invest,SaaS,
88d09709-2db6-4b51-87ca-dd6591f79175,PVL - COED,Commerce & Consumer Affairs (Dept) / Office of Administrative Hearings (OAH),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,poor,,,,Migrate,@On Premise,
5cb31943-0f87-4744-954a-eb32ad2dd97d,Sample Log,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
e4f1ebe2-b786-4217-82b8-7eb8a94bc5d2,DOH Contracts Management System,Health (Dept) / Administrative Services Office,,Government Wide Support / Financial Management / Financing,administrativeService,insufficient,adequate,,2017-06-23,,Tolerate,@On Premise,
cdb948f7-9580-4ecc-ae72-0931c955fc8a,INS - NIPR - Licensing Application,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,IaaS,
a984b494-9fdf-4f43-908f-d79faccff273,CSI Bridge Advanced,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
0ae472bd-41d1-4307-9c95-0bd4e43e0551,Spectrum Protect,Enterprise Technology Services / Systems Services Branch,,Government Wide Support / Information Technology / Tools & Utilities,businessCritical,adequate,adequate,,,,Invest,@On Premise,
b9f46d6f-5502-4e85-9cd3-cbe9d5263226,Trimble TGO Office,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
3f41f42a-fd9d-4b0c-b56d-4c0f60bcbe0c,Re-employment Trade Adjustment Assistance (RTAA),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employment - Eligibility Determination,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
938f2fcb-042d-4e04-a33e-f443aee55cdc,Motor Vehicle Safety Office Drivers Education Instructors Database,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Operations,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
812d1b8f-629b-45cd-8dbd-7b643f98ad1e,INS - RPA - Hawaii Insurance Rate Review (HIRR),Commerce & Consumer Affairs (Dept) / Insurance Division,,Department Budget Areas / Individual Rights / Service Regulation,businessCritical,adequate,insufficient,,,,Migrate,Co-Located,
b5c2353b-640c-46f6-94c3-981885ad8ede,DFI - Financial Institutions Management System (FIMS),Commerce & Consumer Affairs (Dept) / Financial Institutions,,Department Budget Areas / Individual Rights / Licensing/Permitting,missionCritical,adequate,poor,,,,Migrate,Co-Located,
10b2605f-0c7b-4254-b13a-58aecd61fd9b,Pavement database,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Maintenance,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
8739e409-a7d4-4d2d-ad0f-ced59f3c081f,INS - NIPR - Licensing Line of Authority Amendment,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,IaaS,
646572ee-3ab0-47de-961c-05160d10b9cf,Archives Image Gallery,Accounting & General Services (Dept) / Archives Division,,Government Wide Support / Archives,businessCritical,adequate,insufficient,,2020-01-01,,Migrate,Co-Located,
e69fb113-6f95-48e1-9faa-6836d4dd6b0d,WinTR55,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
78f192c4-83cb-4ea2-a0f7-418aaea12936,DOH GIS and Data Layer Services,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,administrativeService,insufficient,adequate,,2017-06-23,,Tolerate,SaaS,
4f3cede3-c9d4-47ad-bc92-ea9737d197ca,Bridge Database,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Maintenance,businessOperational,insufficient,poor,,,,Migrate,@On Premise,
09479d59-d296-466c-9166-d197a37ef751,Cisco AnyConnect VPN,Enterprise Technology Services / Networking Branch,,Government Wide Support / Information Technology / Security,businessCritical,adequate,adequate,,,,Invest,@On Premise,
8153bdbf-2e78-48c6-9a1a-450ee6518e2c,ISCO - Computer Account Request (CAR),Commerce & Consumer Affairs (Dept) / ISCO,,Department Budget Areas / Individual Rights / Licensing/Permitting,businessCritical,adequate,poor,,2003-01-01,,Migrate,@On Premise,
0d0a086e-9378-4694-8532-0e3c12a5329f,DOH Professional and Vocational Licensing and Certification,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Health Related Quality Assurance and Control,administrativeService,adequate,adequate,,2017-06-23,,Invest,@On Premise,
a0bd0403-5195-49b5-8f48-4691c4bbab41,Employment Training Fund (ETF),Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Career Development,businessOperational,insufficient,insufficient,,,,Migrate,@On Premise,
